"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
68,99847,24992,668,10,"Kaliteli, ama fiyat biraz yüksek.",805
40,78075,32345,613,20,"Ürünler kaliteli, ama fiyatlar yüksek.",884
32,40794,30328,674,10,"Harika ürünler!",148
45,98470,20133,628,15,"Güzel hizmet, ama daha iyi olabilir.",771
51,46406,16405,678,8,"Kaliteli, ama fiyat biraz yüksek.",927
19,56872,26874,693,11,"İnternetten daha iyi bekliyordum.",822
49,71708,27438,665,16,"Yeterli bir deneyim.",860
40,50800,27085,714,3,"Yeterli bir deneyim.",955
39,73397,12934,639,15,"İnternetten daha iyi bekliyordum.",58
68,67909,31771,742,13,"Kaliteli, ama fiyat biraz yüksek.",605
42,51352,24347,631,11,"Beklediğimden daha iyi.",834
39,45438,23502,619,14,"Güzel hizmet, ama daha iyi olabilir.",4
39,74999,23711,652,7,"İnternetten daha iyi bekliyordum.",82
66,48482,23848,648,19,"Kaliteli, ama fiyat biraz yüksek.",839
69,62471,32421,688,15,"Yine de memnun kaldım.",382
59,77279,24426,681,6,"Ürünler kaliteli, ama fiyatlar yüksek.",548
23,84213,14695,600,20,"Harika ürünler!",478
32,43026,26203,660,22,"İnternetten daha iyi bekliyordum.",26
60,35435,25860,729,7,"Harika ürünler!",524
54,38493,24097,693,24,"Beklediğimden daha iyi.",901
50,89321,24636,616,14,"Beklediğimden daha iyi.",576
25,32763,35710,716,22,"Yine de memnun kaldım.",413
61,50389,34655,705,4,"Yeterli bir deneyim.",714
61,61498,35411,731,9,"İnternetten daha iyi bekliyordum.",179
22,93755,18843,684,7,"Güzel hizmet, ama daha iyi olabilir.",808
56,65825,26800,642,15,"Yeterli bir deneyim.",990
21,46934,25573,675,3,"Kaliteli, ama fiyat biraz yüksek.",463
23,35574,15566,739,5,"Yeterli bir deneyim.",782
62,68179,31557,649,17,"Güzel hizmet, ama daha iyi olabilir.",900
49,31587,15999,660,24,"Ürünler kaliteli, ama fiyatlar yüksek.",526
69,72782,38256,703,1,"Beklediğimden daha iyi.",0
47,84412,13866,650,1,"Ürünler kaliteli, ama fiyatlar yüksek.",270
64,90561,18937,676,16,"İnternetten daha iyi bekliyordum.",483
52,34409,12002,697,23,"Yeterli bir deneyim.",955
57,56751,26623,682,14,"İnternetten daha iyi bekliyordum.",47
69,68174,37469,677,11,"Ürünler kaliteli, ama fiyatlar yüksek.",693
33,86572,28328,604,14,"Beklediğimden daha iyi.",998
30,91416,32945,737,8,"Beklentilerimin altında.",182
67,42041,19047,687,19,"Yine de memnun kaldım.",839
59,53227,38091,616,2,"İnternetten daha iyi bekliyordum.",372
47,65201,25925,664,23,"İnternetten daha iyi bekliyordum.",725
36,66069,37222,723,10,"Beklentilerimin altında.",538
34,56370,32251,620,5,"Kaliteli, ama fiyat biraz yüksek.",506
36,41586,29578,710,15,"Kaliteli, ama fiyat biraz yüksek.",737
45,80231,22707,706,1,"Ürünler kaliteli, ama fiyatlar yüksek.",669
43,35322,34117,621,2,"İnternetten daha iyi bekliyordum.",971
54,95294,32743,668,19,"Beklediğimden daha iyi.",505
43,59299,33971,635,22,"Harika ürünler!",571
40,76501,31188,748,17,"Ürünler kaliteli, ama fiyatlar yüksek.",65
26,87134,20790,672,15,"Ürünler kaliteli, ama fiyatlar yüksek.",685
29,39777,25301,690,24,"Yine de memnun kaldım.",51
18,41249,25596,725,18,"İnternetten daha iyi bekliyordum.",997
18,51390,11353,745,21,"Kaliteli, ama fiyat biraz yüksek.",469
64,50369,20227,698,8,"Kaliteli, ama fiyat biraz yüksek.",242
51,42881,29264,614,21,"Yeterli bir deneyim.",336
49,39587,25828,643,14,"Hizmet çok iyi, teşekkürler.",802
65,37833,27063,696,8,"Hizmet çok iyi, teşekkürler.",755
42,77013,18678,635,22,"Hizmet çok iyi, teşekkürler.",120
57,93620,30004,629,23,"Yine de memnun kaldım.",553
62,45754,38226,625,8,"Beklediğimden daha iyi.",695
18,65282,22910,684,19,"Hizmet çok iyi, teşekkürler.",44
33,66737,36014,700,13,"Beklentilerimin altında.",51
56,54124,30698,720,5,"Güzel hizmet, ama daha iyi olabilir.",150
22,32196,16864,630,10,"Ürünler kaliteli, ama fiyatlar yüksek.",412
39,91527,24716,616,7,"Beklediğimden daha iyi.",540
46,41345,27868,697,9,"Kaliteli, ama fiyat biraz yüksek.",568
20,64077,25150,725,14,"Yeterli bir deneyim.",497
29,96400,27074,623,6,"Güzel hizmet, ama daha iyi olabilir.",786
43,42055,34467,721,10,"Yine de memnun kaldım.",208
33,74484,16125,731,1,"Ürünler kaliteli, ama fiyatlar yüksek.",7
68,65771,19204,736,11,"Yine de memnun kaldım.",945
54,87654,33052,729,8,"Yine de memnun kaldım.",390
39,76540,39118,722,6,"Beklentilerimin altında.",246
46,59377,12347,637,17,"Harika ürünler!",394
31,79573,24743,742,4,"Harika ürünler!",706
45,72733,13708,730,6,"Yine de memnun kaldım.",833
22,41760,39046,656,15,"Hizmet çok iyi, teşekkürler.",338
64,55762,32760,641,10,"Kaliteli, ama fiyat biraz yüksek.",411
66,80986,34314,652,17,"Güzel hizmet, ama daha iyi olabilir.",951
47,64332,20114,718,10,"Hizmet çok iyi, teşekkürler.",539
63,70100,10637,720,5,"İnternetten daha iyi bekliyordum.",344
69,34944,15866,655,19,"Kaliteli, ama fiyat biraz yüksek.",842
22,78825,33177,686,7,"Yine de memnun kaldım.",295
29,43877,13008,675,24,"İnternetten daha iyi bekliyordum.",234
33,59990,33600,684,19,"Hizmet çok iyi, teşekkürler.",641
43,85283,26251,684,10,"İnternetten daha iyi bekliyordum.",587
43,33258,36809,680,19,"Yine de memnun kaldım.",444
65,61629,33756,607,11,"Beklentilerimin altında.",232
38,67579,36701,610,3,"Harika ürünler!",741
56,52958,15600,737,11,"Güzel hizmet, ama daha iyi olabilir.",843
53,69465,21649,714,6,"İnternetten daha iyi bekliyordum.",881
50,45775,38865,680,6,"Yine de memnun kaldım.",920
47,64207,21366,686,15,"Beklentilerimin altında.",996
54,52553,21880,641,3,"Beklediğimden daha iyi.",862
40,83632,27783,636,22,"Hizmet çok iyi, teşekkürler.",309
27,30055,36910,691,11,"Harika ürünler!",912
22,62873,34387,684,8,"Beklediğimden daha iyi.",943
53,96205,27889,658,23,"Yine de memnun kaldım.",907
51,55318,32226,636,23,"Güzel hizmet, ama daha iyi olabilir.",700
69,63734,18441,620,8,"Hizmet çok iyi, teşekkürler.",477
48,48522,15320,729,23,"Beklentilerimin altında.",513
27,41656,18727,682,16,"Hizmet çok iyi, teşekkürler.",335
36,45893,21724,742,3,"Beklediğimden daha iyi.",576
49,46493,16443,600,8,"Beklediğimden daha iyi.",51
18,33632,29933,706,8,"Kaliteli, ama fiyat biraz yüksek.",545
22,91779,23394,627,13,"Yeterli bir deneyim.",300
62,68452,16952,649,1,"Hizmet çok iyi, teşekkürler.",751
21,43266,18649,634,10,"Kaliteli, ama fiyat biraz yüksek.",640
33,91607,29122,736,5,"Beklediğimden daha iyi.",242
41,46940,13369,731,5,"İnternetten daha iyi bekliyordum.",355
33,54003,30519,640,17,"Beklediğimden daha iyi.",819
19,64815,17983,666,22,"Hizmet çok iyi, teşekkürler.",834
66,60869,21888,647,14,"Beklentilerimin altında.",609
45,79297,29795,685,6,"Hizmet çok iyi, teşekkürler.",587
49,90107,15635,657,14,"Hizmet çok iyi, teşekkürler.",823
44,46682,14069,638,12,"Ürünler kaliteli, ama fiyatlar yüksek.",441
37,49622,16251,624,20,"Yine de memnun kaldım.",876
41,60408,21579,659,22,"Ürünler kaliteli, ama fiyatlar yüksek.",730
29,38837,29569,716,22,"Beklediğimden daha iyi.",817
67,94210,29622,685,1,"Hizmet çok iyi, teşekkürler.",612
52,45407,34836,713,5,"Yine de memnun kaldım.",118
50,59309,15737,683,18,"Ürünler kaliteli, ama fiyatlar yüksek.",408
50,48895,19439,723,14,"Hizmet çok iyi, teşekkürler.",651
68,30370,37909,710,7,"Güzel hizmet, ama daha iyi olabilir.",370
60,30486,37898,641,15,"Ürünler kaliteli, ama fiyatlar yüksek.",736
54,53762,12573,651,9,"Yine de memnun kaldım.",766
29,56613,33237,647,15,"Ürünler kaliteli, ama fiyatlar yüksek.",72
20,33196,10125,631,16,"Yeterli bir deneyim.",448
18,94839,19421,730,9,"Yeterli bir deneyim.",823
50,71916,21403,717,7,"Beklediğimden daha iyi.",817
57,38572,37709,622,7,"Güzel hizmet, ama daha iyi olabilir.",470
27,58225,11306,734,17,"Beklentilerimin altında.",155
60,75853,12101,726,11,"Beklentilerimin altında.",770
61,79390,24681,636,6,"Yine de memnun kaldım.",933
46,62275,10135,606,14,"İnternetten daha iyi bekliyordum.",575
30,31105,36953,676,15,"Beklentilerimin altında.",309
29,89896,17311,681,21,"Yine de memnun kaldım.",35
48,73209,27843,694,8,"Güzel hizmet, ama daha iyi olabilir.",247
63,72487,30615,621,24,"İnternetten daha iyi bekliyordum.",427
19,48051,34040,677,4,"İnternetten daha iyi bekliyordum.",43
68,96961,10812,681,1,"Yeterli bir deneyim.",452
67,90156,34284,744,6,"Beklediğimden daha iyi.",118
52,87175,35427,618,1,"Hizmet çok iyi, teşekkürler.",348
40,36849,36320,694,21,"İnternetten daha iyi bekliyordum.",692
34,48976,20130,638,5,"Harika ürünler!",908
43,86866,33952,716,19,"Yine de memnun kaldım.",939
25,77078,27254,635,5,"İnternetten daha iyi bekliyordum.",387
46,61113,25227,614,22,"İnternetten daha iyi bekliyordum.",69
43,45401,23760,659,5,"Kaliteli, ama fiyat biraz yüksek.",946
27,42884,18826,743,17,"Harika ürünler!",869
43,67563,23939,688,12,"Kaliteli, ama fiyat biraz yüksek.",453
51,64414,10668,615,7,"İnternetten daha iyi bekliyordum.",266
68,46142,27677,697,15,"Hizmet çok iyi, teşekkürler.",730
58,65135,37664,703,19,"Harika ürünler!",437
24,57862,18460,643,23,"Yeterli bir deneyim.",365
21,35190,35436,650,21,"Ürünler kaliteli, ama fiyatlar yüksek.",701
67,34331,18673,617,13,"İnternetten daha iyi bekliyordum.",767
62,82186,37866,604,12,"İnternetten daha iyi bekliyordum.",186
28,74648,13390,605,19,"Beklediğimden daha iyi.",226
46,58549,19453,675,13,"Beklediğimden daha iyi.",60
53,55761,25904,714,6,"Kaliteli, ama fiyat biraz yüksek.",167
42,33262,36908,611,1,"Yine de memnun kaldım.",131
38,81259,25396,611,6,"Hizmet çok iyi, teşekkürler.",154
53,83472,34678,672,13,"Yine de memnun kaldım.",783
27,34677,38370,705,13,"Ürünler kaliteli, ama fiyatlar yüksek.",721
54,80617,31933,749,13,"İnternetten daha iyi bekliyordum.",6
26,48595,31271,648,20,"Hizmet çok iyi, teşekkürler.",522
41,90148,14334,603,4,"Harika ürünler!",711
52,76926,37268,602,5,"İnternetten daha iyi bekliyordum.",250
66,64457,32068,743,13,"Yeterli bir deneyim.",575
52,72531,38247,613,9,"İnternetten daha iyi bekliyordum.",691
65,93171,35457,663,17,"Beklentilerimin altında.",639
53,75771,33134,719,3,"Hizmet çok iyi, teşekkürler.",261
35,96354,26285,667,20,"Beklentilerimin altında.",119
66,67289,12235,658,18,"Kaliteli, ama fiyat biraz yüksek.",47
56,63892,31367,729,15,"Beklediğimden daha iyi.",68
49,68409,39951,718,23,"Harika ürünler!",888
41,64470,34136,609,1,"İnternetten daha iyi bekliyordum.",261
40,48385,37610,674,9,"Kaliteli, ama fiyat biraz yüksek.",741
49,53296,15019,689,6,"Kaliteli, ama fiyat biraz yüksek.",763
54,91716,34425,700,18,"Harika ürünler!",444
29,56382,39465,731,1,"Güzel hizmet, ama daha iyi olabilir.",961
66,52419,28961,627,22,"İnternetten daha iyi bekliyordum.",478
30,69291,10675,729,7,"Beklentilerimin altında.",230
40,42397,28823,665,10,"Hizmet çok iyi, teşekkürler.",223
42,87888,19873,743,6,"Beklentilerimin altında.",456
52,65169,15587,723,7,"Harika ürünler!",718
58,92182,15945,656,6,"Ürünler kaliteli, ama fiyatlar yüksek.",852
47,72249,35852,620,8,"İnternetten daha iyi bekliyordum.",365
34,58341,14767,702,2,"Yeterli bir deneyim.",948
66,76144,17004,657,9,"Yine de memnun kaldım.",27
37,91772,17728,636,9,"Hizmet çok iyi, teşekkürler.",876
65,43444,37823,742,7,"Yeterli bir deneyim.",730
42,75647,16609,731,9,"Yeterli bir deneyim.",900
39,40974,31318,646,17,"İnternetten daha iyi bekliyordum.",848
30,68383,30032,702,3,"Ürünler kaliteli, ama fiyatlar yüksek.",100
36,32956,17131,671,16,"İnternetten daha iyi bekliyordum.",57
66,38077,27696,688,16,"Ürünler kaliteli, ama fiyatlar yüksek.",23
53,66490,35649,657,2,"Güzel hizmet, ama daha iyi olabilir.",414
29,85612,14099,704,11,"Hizmet çok iyi, teşekkürler.",226
58,66159,28038,668,16,"Harika ürünler!",168
36,69710,25859,645,15,"Beklediğimden daha iyi.",488
29,43806,38323,624,1,"Harika ürünler!",245
26,36458,38664,720,21,"Yeterli bir deneyim.",835
24,65524,25582,634,17,"Yine de memnun kaldım.",723
45,36853,36469,614,3,"Güzel hizmet, ama daha iyi olabilir.",362
31,70477,32402,705,22,"Harika ürünler!",464
48,62222,27669,727,22,"Harika ürünler!",429
69,48320,34236,673,19,"Yine de memnun kaldım.",777
36,82243,35110,687,20,"Yine de memnun kaldım.",420
64,75615,33430,628,7,"Harika ürünler!",916
33,47352,21639,637,22,"Kaliteli, ama fiyat biraz yüksek.",20
22,33203,15180,623,11,"Beklentilerimin altında.",635
52,69267,27763,618,18,"Yine de memnun kaldım.",368
29,67941,26192,648,14,"Beklentilerimin altında.",463
42,55368,27029,643,16,"Hizmet çok iyi, teşekkürler.",96
69,60984,34599,634,6,"Güzel hizmet, ama daha iyi olabilir.",649
38,71941,15412,741,2,"Kaliteli, ama fiyat biraz yüksek.",491
53,82683,14652,655,23,"Yine de memnun kaldım.",849
40,30801,16834,733,11,"Hizmet çok iyi, teşekkürler.",352
33,77965,14451,631,11,"Ürünler kaliteli, ama fiyatlar yüksek.",604
56,39969,32487,625,10,"Yeterli bir deneyim.",94
62,65969,39541,742,4,"Beklentilerimin altında.",23
59,62449,17084,655,17,"Kaliteli, ama fiyat biraz yüksek.",379
56,55705,22862,636,10,"Kaliteli, ama fiyat biraz yüksek.",395
31,90303,30508,724,9,"Güzel hizmet, ama daha iyi olabilir.",403
48,58363,24692,652,13,"Beklentilerimin altında.",965
22,60720,26748,700,11,"Ürünler kaliteli, ama fiyatlar yüksek.",647
52,39972,12655,677,10,"Güzel hizmet, ama daha iyi olabilir.",845
40,63351,34984,635,24,"Kaliteli, ama fiyat biraz yüksek.",132
46,66145,17433,700,5,"Harika ürünler!",53
60,86235,11314,610,3,"Ürünler kaliteli, ama fiyatlar yüksek.",291
28,44855,24902,626,4,"Kaliteli, ama fiyat biraz yüksek.",111
35,66169,15272,601,3,"İnternetten daha iyi bekliyordum.",421
64,76404,10218,621,10,"İnternetten daha iyi bekliyordum.",130
29,49569,14703,665,24,"Yine de memnun kaldım.",419
26,84437,25994,711,13,"Güzel hizmet, ama daha iyi olabilir.",277
27,78506,31515,616,5,"Kaliteli, ama fiyat biraz yüksek.",775
61,55738,11539,731,13,"Yine de memnun kaldım.",956
34,36772,29817,613,24,"Güzel hizmet, ama daha iyi olabilir.",893
55,49731,23145,606,1,"Ürünler kaliteli, ama fiyatlar yüksek.",589
24,40131,27986,678,11,"Kaliteli, ama fiyat biraz yüksek.",774
63,96324,29088,743,3,"Güzel hizmet, ama daha iyi olabilir.",67
30,84097,15064,703,17,"Kaliteli, ama fiyat biraz yüksek.",573
57,32889,23788,746,19,"Harika ürünler!",402
59,39569,30032,600,13,"Yeterli bir deneyim.",874
26,37612,27489,630,16,"Beklediğimden daha iyi.",174
67,81644,32120,727,18,"İnternetten daha iyi bekliyordum.",279
44,62069,32196,731,23,"Yeterli bir deneyim.",463
19,57331,21603,690,20,"Güzel hizmet, ama daha iyi olabilir.",389
22,85897,12488,657,23,"Beklediğimden daha iyi.",747
46,43934,35192,655,19,"Yeterli bir deneyim.",135
54,40095,38897,642,6,"Harika ürünler!",408
55,48706,28802,673,23,"İnternetten daha iyi bekliyordum.",223
36,73516,26411,648,7,"Hizmet çok iyi, teşekkürler.",600
25,64629,37631,711,15,"Güzel hizmet, ama daha iyi olabilir.",969
65,76910,39666,707,5,"İnternetten daha iyi bekliyordum.",618
62,50431,18207,659,16,"Yeterli bir deneyim.",552
18,86733,37924,693,6,"Hizmet çok iyi, teşekkürler.",697
39,70088,34908,743,3,"Beklentilerimin altında.",976
69,74135,22770,672,12,"İnternetten daha iyi bekliyordum.",187
34,68015,17977,698,4,"Beklentilerimin altında.",877
24,61385,14661,713,22,"Beklediğimden daha iyi.",386
42,68677,36737,614,3,"Ürünler kaliteli, ama fiyatlar yüksek.",8
62,42818,36661,662,16,"Kaliteli, ama fiyat biraz yüksek.",179
21,93001,14549,627,16,"Beklediğimden daha iyi.",697
53,53977,30337,747,23,"Hizmet çok iyi, teşekkürler.",443
23,79832,37365,635,19,"Hizmet çok iyi, teşekkürler.",593
48,70931,30645,724,15,"İnternetten daha iyi bekliyordum.",688
36,75784,25029,740,9,"Kaliteli, ama fiyat biraz yüksek.",605
61,39921,34507,661,20,"Ürünler kaliteli, ama fiyatlar yüksek.",900
56,64959,36828,612,2,"Yeterli bir deneyim.",445
44,62328,14973,687,6,"Yine de memnun kaldım.",115
27,38859,18436,639,14,"Güzel hizmet, ama daha iyi olabilir.",671
43,56708,20086,723,9,"Ürünler kaliteli, ama fiyatlar yüksek.",244
36,48847,27740,624,10,"Hizmet çok iyi, teşekkürler.",282
56,85989,35518,623,18,"Yine de memnun kaldım.",212
20,34922,29851,696,15,"Hizmet çok iyi, teşekkürler.",663
62,99928,16964,638,4,"Kaliteli, ama fiyat biraz yüksek.",677
30,82335,24842,708,5,"Kaliteli, ama fiyat biraz yüksek.",450
67,43541,33451,660,23,"İnternetten daha iyi bekliyordum.",911
45,49551,37768,619,21,"Yeterli bir deneyim.",654
37,49381,39954,615,6,"Harika ürünler!",24
45,85673,11745,748,15,"Hizmet çok iyi, teşekkürler.",711
25,52948,22697,614,20,"Yeterli bir deneyim.",232
58,89072,36933,641,2,"Beklentilerimin altında.",515
56,97560,13879,603,16,"Hizmet çok iyi, teşekkürler.",287
18,32486,30161,730,5,"Yine de memnun kaldım.",684
20,96691,28499,713,23,"Yeterli bir deneyim.",183
30,40082,32641,728,4,"Ürünler kaliteli, ama fiyatlar yüksek.",250
45,37086,12267,740,1,"Yeterli bir deneyim.",290
66,97853,28651,653,8,"Ürünler kaliteli, ama fiyatlar yüksek.",948
42,45916,19688,681,21,"Kaliteli, ama fiyat biraz yüksek.",797
50,45248,25065,639,10,"Ürünler kaliteli, ama fiyatlar yüksek.",358
55,98047,20988,726,15,"Beklediğimden daha iyi.",623
23,54226,33470,738,2,"Harika ürünler!",304
61,55025,14481,641,19,"Beklediğimden daha iyi.",349
62,78380,33849,692,12,"Yine de memnun kaldım.",976
49,37848,10929,603,10,"Güzel hizmet, ama daha iyi olabilir.",338
62,44274,17773,624,12,"Yine de memnun kaldım.",947
64,84545,13324,699,21,"İnternetten daha iyi bekliyordum.",478
38,65233,39076,724,20,"Hizmet çok iyi, teşekkürler.",464
33,46304,14587,639,9,"Beklediğimden daha iyi.",129
38,41294,10356,691,8,"Yine de memnun kaldım.",186
28,56425,25787,735,2,"Hizmet çok iyi, teşekkürler.",420
54,98711,30694,684,21,"Hizmet çok iyi, teşekkürler.",495
53,39425,30448,634,24,"Hizmet çok iyi, teşekkürler.",540
52,74990,15499,745,24,"Harika ürünler!",669
36,98295,13841,646,7,"Güzel hizmet, ama daha iyi olabilir.",885
37,46091,22122,604,4,"Ürünler kaliteli, ama fiyatlar yüksek.",234
35,30002,39423,724,19,"Yine de memnun kaldım.",277
64,80411,35402,710,8,"İnternetten daha iyi bekliyordum.",101
58,70958,31717,671,24,"Yine de memnun kaldım.",458
66,50707,23409,686,13,"Ürünler kaliteli, ama fiyatlar yüksek.",736
31,45248,33055,602,21,"Kaliteli, ama fiyat biraz yüksek.",786
32,81720,17059,692,3,"Yeterli bir deneyim.",834
48,45037,10665,640,5,"Hizmet çok iyi, teşekkürler.",231
18,97421,33237,747,20,"Beklediğimden daha iyi.",853
20,70612,20220,686,8,"Beklediğimden daha iyi.",273
33,43450,38267,684,2,"Yeterli bir deneyim.",364
40,39491,20774,735,24,"İnternetten daha iyi bekliyordum.",477
28,36791,10553,732,10,"Beklediğimden daha iyi.",960
29,58314,23860,624,22,"Yeterli bir deneyim.",467
27,81883,34903,638,16,"Yeterli bir deneyim.",624
49,95629,17045,724,4,"Hizmet çok iyi, teşekkürler.",900
33,39967,19380,704,14,"Ürünler kaliteli, ama fiyatlar yüksek.",971
25,73220,33667,604,3,"Ürünler kaliteli, ama fiyatlar yüksek.",650
55,34947,10149,735,10,"Ürünler kaliteli, ama fiyatlar yüksek.",727
29,69419,26373,603,13,"Yine de memnun kaldım.",825
41,86131,23343,659,5,"Güzel hizmet, ama daha iyi olabilir.",273
45,58876,39328,653,22,"Yine de memnun kaldım.",327
25,49971,12853,749,17,"Yeterli bir deneyim.",860
